Job_Id,Company,Company_id,Founded_In,Emp_count,Skills
2344,"MSD Technologies",50465,2012,"10 - 50 employees","Data Structures"
2344,"MSD Technologies",50465,2012,"10 - 50 employees","Algorithms"
2344,"MSD Technologies",50465,2012,"10 - 50 employees","TypeScript"
2577,"Kickdrum",50374,2012,"10 - 50 employees","JavaScript"
2577,"Kickdrum",50374,2012,"10 - 50 employees","React.js"
2577,"Kickdrum",50374,2012,"10 - 50 employees","CSS"
2577,"Kickdrum",50374,2012,"10 - 50 employees","HTML"
2577,"Kickdrum",50374,2012,"10 - 50 employees","Multithreading"
2684,"Kickdrum",50374,2012,"10 - 50 employees",".NET"
2684,"Kickdrum",50374,2012,"10 - 50 employees","Angular"
2684,"Kickdrum",50374,2012,"10 - 50 employees","JavaScript"
2684,"Kickdrum",50374,2012,"10 - 50 employees","LLD"
2684,"Kickdrum",50374,2012,"10 - 50 employees","Data Structures"
2694,"GoPaisa",50523,2012,"10 - 50 employees","Google Ads"
2694,"GoPaisa",50523,2012,"10 - 50 employees","SEM"
2694,"GoPaisa",50523,2012,"10 - 50 employees","SEO"
2894,"Kickdrum",50374,2012,"10 - 50 employees","Hibernate"
2894,"Kickdrum",50374,2012,"10 - 50 employees","Java"
2894,"Kickdrum",50374,2012,"10 - 50 employees","Spring"
2894,"Kickdrum",50374,2012,"10 - 50 employees",".NET"
2930,"Kickdrum",50374,2012,"10 - 50 employees","React.js"
2930,"Kickdrum",50374,2012,"10 - 50 employees","Angular"
2930,"Kickdrum",50374,2012,"10 - 50 employees","JavaScript"
2930,"Kickdrum",50374,2012,"10 - 50 employees","TypeScript"
2944,"Kickdrum",50374,2012,"10 - 50 employees","Java"
2944,"Kickdrum",50374,2012,"10 - 50 employees","Spring"
2944,"Kickdrum",50374,2012,"10 - 50 employees","Hibernate"
2944,"Kickdrum",50374,2012,"10 - 50 employees",".NET"
3090,"Ketto",50893,2012,"10 - 50 employees","Digital Marketing"
3090,"Ketto",50893,2012,"10 - 50 employees","Facebook Marketing"
3090,"Ketto",50893,2012,"10 - 50 employees","Google Ads"
3090,"Ketto",50893,2012,"10 - 50 employees","Social Media Marketing"
1009,"Scientific Games",50008,2000,"10 - 50 employees","C#"
1009,"Scientific Games",50008,2000,"10 - 50 employees","Unity"
1009,"Scientific Games",50008,2000,"10 - 50 employees",".NET"
1010,"Scientific Games",50008,2000,"10 - 50 employees","C#"
1010,"Scientific Games",50008,2000,"10 - 50 employees","Unity"
1010,"Scientific Games",50008,2000,"10 - 50 employees",".NET"
1020,"Scientific Games",50008,2000,"10 - 50 employees","Database Development"
1020,"Scientific Games",50008,2000,"10 - 50 employees","SQL Server"
1020,"Scientific Games",50008,2000,"10 - 50 employees","T-SQL"
1020,"Scientific Games",50008,2000,"10 - 50 employees","Architecture"
1020,"Scientific Games",50008,2000,"10 - 50 employees","SSIS"
1078,"Speech2Text",50056,2005,"10 - 50 employees","JavaScript"
1078,"Speech2Text",50056,2005,"10 - 50 employees","Angular"
1078,"Speech2Text",50056,2005,"10 - 50 employees","HTML"
1078,"Speech2Text",50056,2005,"10 - 50 employees","CSS"
1078,"Speech2Text",50056,2005,"10 - 50 employees","Material Design"
1183,"Speech2Text",50056,2005,"10 - 50 employees","JavaScript"
1183,"Speech2Text",50056,2005,"10 - 50 employees","CSS"
1183,"Speech2Text",50056,2005,"10 - 50 employees","Angular"
1183,"Speech2Text",50056,2005,"10 - 50 employees","HTML"
1121,"Deep Value",50092,2006,"10 - 50 employees","Kubernetes"
1121,"Deep Value",50092,2006,"10 - 50 employees","Linux"
1121,"Deep Value",50092,2006,"10 - 50 employees","Python"
1135,"ZYOD",50102,2023,"10 - 50 employees","Product Management"
1190,"Rudra",50138,2009,"10 - 50 employees","Travel Management"
1233,"UX Design Labs",50169,2007,"10 - 50 employees","JavaScript"
1233,"UX Design Labs",50169,2007,"10 - 50 employees","Angular"
1233,"UX Design Labs",50169,2007,"10 - 50 employees","jQuery"
1233,"UX Design Labs",50169,2007,"10 - 50 employees","Node.js"
1247,"InBetween",50177,1992,"10 - 50 employees","C++"
1247,"InBetween",50177,1992,"10 - 50 employees","InDesign"
1248,"InBetween",50177,1992,"10 - 50 employees","C++"
1248,"InBetween",50177,1992,"10 - 50 employees","InDesign"
1470,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Node.js"
1481,"Invansys Technologies",50298,2005,"10 - 50 employees","JavaScript"
1481,"Invansys Technologies",50298,2005,"10 - 50 employees","React.js"
1498,"3Frames Lab",50304,2010,"10 - 50 employees","UML"
1498,"3Frames Lab",50304,2010,"10 - 50 employees","DFMEA"
1498,"3Frames Lab",50304,2010,"10 - 50 employees","Dataflow"
1554,"Pazago",50336,2023,"10 - 50 employees","Recruitment"
1554,"Pazago",50336,2023,"10 - 50 employees","Logistics Management"
1554,"Pazago",50336,2023,"10 - 50 employees","Payroll Management"
1554,"Pazago",50336,2023,"10 - 50 employees","Sea Freight"
1556,"Symphony Technology Group",50338,2002,"10 - 50 employees","SharePoint"
1556,"Symphony Technology Group",50338,2002,"10 - 50 employees","Microsoft Power Apps"
1556,"Symphony Technology Group",50338,2002,"10 - 50 employees","Power BI"
1566,"Symphony Technology Group",50338,2002,"10 - 50 employees","Data Warehousing"
1566,"Symphony Technology Group",50338,2002,"10 - 50 employees","Python"
1846,"Symphony Technology Group",50338,2002,"10 - 50 employees","Enterprise Software"
1846,"Symphony Technology Group",50338,2002,"10 - 50 employees","Oracle EDM"
1846,"Symphony Technology Group",50338,2002,"10 - 50 employees","Thomson Reuters Datastream"
1846,"Symphony Technology Group",50338,2002,"10 - 50 employees","Bloomberg"
1846,"Symphony Technology Group",50338,2002,"10 - 50 employees","Golden Source"
1907,"Symphony Technology Group",50338,2002,"10 - 50 employees","MLOps"
1907,"Symphony Technology Group",50338,2002,"10 - 50 employees","Machine Learning"
1907,"Symphony Technology Group",50338,2002,"10 - 50 employees","Python"
1907,"Symphony Technology Group",50338,2002,"10 - 50 employees","SQL"
1907,"Symphony Technology Group",50338,2002,"10 - 50 employees","Google Cloud"
1944,"Symphony Technology Group",50338,2002,"10 - 50 employees",".NET"
1944,"Symphony Technology Group",50338,2002,"10 - 50 employees","Angular"
1736,"Comgen India Software Solution",50414,2002,"10 - 50 employees",".NET"
1736,"Comgen India Software Solution",50414,2002,"10 - 50 employees","ASP.NET"
1736,"Comgen India Software Solution",50414,2002,"10 - 50 employees","C#"
1736,"Comgen India Software Solution",50414,2002,"10 - 50 employees","VB.NET"
1955,"Spendgo",50491,2010,"10 - 50 employees","Manual Testing"
1955,"Spendgo",50491,2010,"10 - 50 employees","SQL"
1955,"Spendgo",50491,2010,"10 - 50 employees","Microservices"
1955,"Spendgo",50491,2010,"10 - 50 employees","API Testing"
2219,"Uplogic Technologies",50597,2010,"10 - 50 employees","Business Development"
2219,"Uplogic Technologies",50597,2010,"10 - 50 employees","International Sales"
2219,"Uplogic Technologies",50597,2010,"10 - 50 employees","Sales"
2263,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Customer Relationship"
2263,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Customer Service"
2388,"Symphony Technology Group",50338,2002,"10 - 50 employees","Python"
2388,"Symphony Technology Group",50338,2002,"10 - 50 employees","ETL"
2388,"Symphony Technology Group",50338,2002,"10 - 50 employees","Spark"
2437,"Lumen Solutions",50676,2011,"10 - 50 employees","DevOps"
2437,"Lumen Solutions",50676,2011,"10 - 50 employees","Ansible"
2437,"Lumen Solutions",50676,2011,"10 - 50 employees","AWS"
2437,"Lumen Solutions",50676,2011,"10 - 50 employees","Terraform"
2461,"MCSAM",50683,2011,"10 - 50 employees","Python"
2461,"MCSAM",50683,2011,"10 - 50 employees","Django"
2473,"TechNeurons Consulting Solutions",50690,2009,"10 - 50 employees",".NET"
2473,"TechNeurons Consulting Solutions",50690,2009,"10 - 50 employees","JavaScript"
2473,"TechNeurons Consulting Solutions",50690,2009,"10 - 50 employees","jQuery"
2473,"TechNeurons Consulting Solutions",50690,2009,"10 - 50 employees","CSS"
2473,"TechNeurons Consulting Solutions",50690,2009,"10 - 50 employees","SQL"
2599,"Symphony Technology Group",50338,2002,"10 - 50 employees","VB.NET"
2609,"Symphony Technology Group",50338,2002,"10 - 50 employees","JavaScript"
2609,"Symphony Technology Group",50338,2002,"10 - 50 employees","HTML"
2609,"Symphony Technology Group",50338,2002,"10 - 50 employees","CSS"
2609,"Symphony Technology Group",50338,2002,"10 - 50 employees","Angular"
2730,"Scientific Games",50008,2000,"10 - 50 employees","SSIS"
2730,"Scientific Games",50008,2000,"10 - 50 employees","SQL"
2730,"Scientific Games",50008,2000,"10 - 50 employees","SQL Server"
2730,"Scientific Games",50008,2000,"10 - 50 employees","T-SQL"
2853,"Red Line Industries",50811,1996,"10 - 50 employees","Sales"
2949,"Aubree",50840,2011,"10 - 50 employees","Compensation Management"
2949,"Aubree",50840,2011,"10 - 50 employees","Employee Benefits"
2949,"Aubree",50840,2011,"10 - 50 employees","Employee Engagement"
2949,"Aubree",50840,2011,"10 - 50 employees","Learning and Development"
2949,"Aubree",50840,2011,"10 - 50 employees","Performance Management"
2949,"Aubree",50840,2011,"10 - 50 employees","Recruitment"
2949,"Aubree",50840,2011,"10 - 50 employees","Talent Management"
3020,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Project Management"
3029,"Advancells",50867,2005,"10 - 50 employees","JavaScript"
3029,"Advancells",50867,2005,"10 - 50 employees","PHP"
3029,"Advancells",50867,2005,"10 - 50 employees","Wordpress"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","IT Infrastructure"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","IT Support"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","ITIL"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Networking"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Desktop Troubleshooting"
3030,"BlackLight Studio Works",50293,2011,"10 - 50 employees","Network Troubleshooting"
3040,"Covideo",50873,2004,"10 - 50 employees","Selenium"
3040,"Covideo",50873,2004,"10 - 50 employees","Manual Testing"
3040,"Covideo",50873,2004,"10 - 50 employees","Performance Testing"
3040,"Covideo",50873,2004,"10 - 50 employees","WebdriverIO"
3040,"Covideo",50873,2004,"10 - 50 employees","Automation Testing"
3218,"Leanpitch",50929,2011,"10 - 50 employees","React Native"
3218,"Leanpitch",50929,2011,"10 - 50 employees","iOS"
3218,"Leanpitch",50929,2011,"10 - 50 employees","Android"
3307,"1Globe",50958,2009,"10 - 50 employees","AutoCAD"
3307,"1Globe",50958,2009,"10 - 50 employees","Electrical Design"
3307,"1Globe",50958,2009,"10 - 50 employees","EPLAN"
3463,"Spinx Digital",50998,2005,"10 - 50 employees","JavaScript"
3463,"Spinx Digital",50998,2005,"10 - 50 employees","React.js"
3463,"Spinx Digital",50998,2005,"10 - 50 employees","Wordpress"
3463,"Spinx Digital",50998,2005,"10 - 50 employees","Performance Testing"
3464,"Symphony Technology Group",50338,2002,"10 - 50 employees",".NET"
3464,"Symphony Technology Group",50338,2002,"10 - 50 employees","React.js"
3518,"Lumen Solutions",50676,2011,"10 - 50 employees","Google Cloud"
3518,"Lumen Solutions",50676,2011,"10 - 50 employees","Terraform"
1068,"JioSaavn",50047,2007,"50 - 200 employees","Node.js"
1068,"JioSaavn",50047,2007,"50 - 200 employees","AWS"
1068,"JioSaavn",50047,2007,"50 - 200 employees","Express.js"
1068,"JioSaavn",50047,2007,"50 - 200 employees","Python"
1068,"JioSaavn",50047,2007,"50 - 200 employees","React.js"
1981,"JioSaavn",50047,2007,"50 - 200 employees","Node.js"
1981,"JioSaavn",50047,2007,"50 - 200 employees","React.js"
1981,"JioSaavn",50047,2007,"50 - 200 employees","Python"
1981,"JioSaavn",50047,2007,"50 - 200 employees","SQL"
1981,"JioSaavn",50047,2007,"50 - 200 employees","Django"
1111,"Digicorp Information Systems",50082,2004,"50 - 200 employees","JavaScript"
1111,"Digicorp Information Systems",50082,2004,"50 - 200 employees","Angular"
1111,"Digicorp Information Systems",50082,2004,"50 - 200 employees","Node.js"
1120,"Cloudologic",50091,2010,"50 - 200 employees","Business Development"
1120,"Cloudologic",50091,2010,"50 - 200 employees","Sales"
1120,"Cloudologic",50091,2010,"50 - 200 employees","Telecalling"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","JavaScript"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","PHP"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","Ruby"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","CodeIgniter"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","jQuery"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","Laravel"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","React.js"
1137,"Aissel Technologies",50104,2010,"50 - 200 employees","Ruby on Rails"
1589,"Aissel Technologies",50104,2010,"50 - 200 employees","ATL"
1589,"Aissel Technologies",50104,2010,"50 - 200 employees","Brand Management"
1589,"Aissel Technologies",50104,2010,"50 - 200 employees","BTL"
1589,"Aissel Technologies",50104,2010,"50 - 200 employees","Digital Marketing"
1589,"Aissel Technologies",50104,2010,"50 - 200 employees","Marketing Communication"
1155,"Attinad Software",50117,2010,"50 - 200 employees","Java"
1155,"Attinad Software",50117,2010,"50 - 200 employees","Microservices"
1155,"Attinad Software",50117,2010,"50 - 200 employees","Cassandra"
1155,"Attinad Software",50117,2010,"50 - 200 employees","Kafka"
1155,"Attinad Software",50117,2010,"50 - 200 employees","Architecture"
1156,"Attinad Software",50117,2010,"50 - 200 employees","JavaScript"
1156,"Attinad Software",50117,2010,"50 - 200 employees","React.js"
1156,"Attinad Software",50117,2010,"50 - 200 employees","React Native"
1229,"OrangeMantra",50166,2001,"50 - 200 employees","Python"
1229,"OrangeMantra",50166,2001,"50 - 200 employees","SQL"
1483,"OrangeMantra",50166,2001,"50 - 200 employees","JavaScript"
1483,"OrangeMantra",50166,2001,"50 - 200 employees","Angular"
1483,"OrangeMantra",50166,2001,"50 - 200 employees","React.js"
1483,"OrangeMantra",50166,2001,"50 - 200 employees","UX Design"
1534,"OrangeMantra",50166,2001,"50 - 200 employees","React.js"
1534,"OrangeMantra",50166,2001,"50 - 200 employees","HTML"
1534,"OrangeMantra",50166,2001,"50 - 200 employees","CSS"
1250,"MangoApps",50179,2007,"50 - 200 employees","Machine Learning"
1250,"MangoApps",50179,2007,"50 - 200 employees","Python"
1250,"MangoApps",50179,2007,"50 - 200 employees","Scikit-learn"
1267,"Asentech",50191,2007,"50 - 200 employees","Wordpress"
1267,"Asentech",50191,2007,"50 - 200 employees","HTML"
1267,"Asentech",50191,2007,"50 - 200 employees","Jira"
1267,"Asentech",50191,2007,"50 - 200 employees","PHP"
1267,"Asentech",50191,2007,"50 - 200 employees","jQuery"
1277,"Asentech",50191,2007,"50 - 200 employees",".NET"
1277,"Asentech",50191,2007,"50 - 200 employees","SQL Server"
1277,"Asentech",50191,2007,"50 - 200 employees","jQuery"
1277,"Asentech",50191,2007,"50 - 200 employees","C#"
1277,"Asentech",50191,2007,"50 - 200 employees","Agile"
1287,"Asentech",50191,2007,"50 - 200 employees","SEO"
1287,"Asentech",50191,2007,"50 - 200 employees","SEM"
1287,"Asentech",50191,2007,"50 - 200 employees","SEMrush"
1287,"Asentech",50191,2007,"50 - 200 employees","Jira"
1287,"Asentech",50191,2007,"50 - 200 employees","Social Media Marketing"
1468,"Asentech",50191,2007,"50 - 200 employees","SEO"
1468,"Asentech",50191,2007,"50 - 200 employees","Link Building"
1468,"Asentech",50191,2007,"50 - 200 employees","Google Search Console"
1288,"Auriga IT Consulting",50201,2010,"50 - 200 employees","Java"
1288,"Auriga IT Consulting",50201,2010,"50 - 200 employees","Hibernate"
1288,"Auriga IT Consulting",50201,2010,"50 - 200 employees","J2EE"
1288,"Auriga IT Consulting",50201,2010,"50 - 200 employees","Spring"
1298,"Hub",50205,2021,"50 - 200 employees","Java"
1298,"Hub",50205,2021,"50 - 200 employees","Spring"
1298,"Hub",50205,2021,"50 - 200 employees","Microservices"
1298,"Hub",50205,2021,"50 - 200 employees","AWS"
1298,"Hub",50205,2021,"50 - 200 employees","AWS Lambda"
1358,"Hub",50205,2021,"50 - 200 employees","Azure"
1358,"Hub",50205,2021,"50 - 200 employees","CI - CD"
1358,"Hub",50205,2021,"50 - 200 employees","Docker"
1358,"Hub",50205,2021,"50 - 200 employees","Jenkins"
1358,"Hub",50205,2021,"50 - 200 employees","Kafka"
1358,"Hub",50205,2021,"50 - 200 employees","Kubernetes"
1682,"Hub",50205,2021,"50 - 200 employees","Selenium"
1682,"Hub",50205,2021,"50 - 200 employees","API Testing"
1682,"Hub",50205,2021,"50 - 200 employees","Automation Testing"
1682,"Hub",50205,2021,"50 - 200 employees","Quality Assurance"
1682,"Hub",50205,2021,"50 - 200 employees","SDET"
1690,"Hub",50205,2021,"50 - 200 employees","JavaScript"
1690,"Hub",50205,2021,"50 - 200 employees","React.js"
1690,"Hub",50205,2021,"50 - 200 employees","Angular"
1690,"Hub",50205,2021,"50 - 200 employees","Redux"
1690,"Hub",50205,2021,"50 - 200 employees","React Native"
1746,"Hub",50205,2021,"50 - 200 employees","Azure"
1746,"Hub",50205,2021,"50 - 200 employees","CI - CD"
1746,"Hub",50205,2021,"50 - 200 employees","OSI"
1746,"Hub",50205,2021,"50 - 200 employees","DevOps"
1746,"Hub",50205,2021,"50 - 200 employees","Networking"
1342,"UnionSys Technologies",50225,2008,"50 - 200 employees","Oracle Fusion Applications"
1342,"UnionSys Technologies",50225,2008,"50 - 200 employees","Oracle Financials"
1342,"UnionSys Technologies",50225,2008,"50 - 200 employees","Oracle Cloud"
1342,"UnionSys Technologies",50225,2008,"50 - 200 employees","Oracle Agile PLM"
1342,"UnionSys Technologies",50225,2008,"50 - 200 employees","Coupa"
1541,"Benzinga",50329,2010,"50 - 200 employees","CSS"
1541,"Benzinga",50329,2010,"50 - 200 employees","HTML"
1541,"Benzinga",50329,2010,"50 - 200 employees","JavaScript"
1541,"Benzinga",50329,2010,"50 - 200 employees","React.js"
1586,"Paktolus Solutions",50357,2002,"50 - 200 employees","Business Development"
1593,"Brisa Technologies",50360,2009,"50 - 200 employees","AWS"
1593,"Brisa Technologies",50360,2009,"50 - 200 employees","Node.js"
1593,"Brisa Technologies",50360,2009,"50 - 200 employees","IoT"
1642,"eG Innovations",50379,2001,"50 - 200 employees","Java"
1642,"eG Innovations",50379,2001,"50 - 200 employees","J2EE"
1642,"eG Innovations",50379,2001,"50 - 200 employees","JavaScript"
1642,"eG Innovations",50379,2001,"50 - 200 employees","HTML"
1642,"eG Innovations",50379,2001,"50 - 200 employees","CSS"
1643,"Mantra Labs",50380,2009,"50 - 200 employees","Java"
1643,"Mantra Labs",50380,2009,"50 - 200 employees","Scala"
1643,"Mantra Labs",50380,2009,"50 - 200 employees","Software Installation"
1643,"Mantra Labs",50380,2009,"50 - 200 employees","Spring"
1643,"Mantra Labs",50380,2009,"50 - 200 employees","SQL"
1653,"Mantra Labs",50380,2009,"50 - 200 employees","Scala"
1653,"Mantra Labs",50380,2009,"50 - 200 employees","Spring"
1653,"Mantra Labs",50380,2009,"50 - 200 employees","ORM"
1698,"Sportsbuzz",50400,2022,"50 - 200 employees","JavaScript"
1698,"Sportsbuzz",50400,2022,"50 - 200 employees","React.js"
1698,"Sportsbuzz",50400,2022,"50 - 200 employees","HTML"
1698,"Sportsbuzz",50400,2022,"50 - 200 employees","CSS"
1698,"Sportsbuzz",50400,2022,"50 - 200 employees","Redux"
1867,"Wingify",50459,2009,"50 - 200 employees","PHP"
1867,"Wingify",50459,2009,"50 - 200 employees","Angular"
1949,"Aris Infra",50489,2021,"50 - 200 employees","Node.js"
1949,"Aris Infra",50489,2021,"50 - 200 employees","Algorithms"
1949,"Aris Infra",50489,2021,"50 - 200 employees","Data Structures"
1949,"Aris Infra",50489,2021,"50 - 200 employees","Java"
1949,"Aris Infra",50489,2021,"50 - 200 employees","AWS"
1957,"Aris Infra",50489,2021,"50 - 200 employees","Node.js"
1957,"Aris Infra",50489,2021,"50 - 200 employees","AWS"
1957,"Aris Infra",50489,2021,"50 - 200 employees","Data Structures"
1957,"Aris Infra",50489,2021,"50 - 200 employees","Algorithms"
1957,"Aris Infra",50489,2021,"50 - 200 employees","Java"
1999,"Nextpoint",50510,2001,"50 - 200 employees","jQuery"
1999,"Nextpoint",50510,2001,"50 - 200 employees","TypeScript"
1999,"Nextpoint",50510,2001,"50 - 200 employees","AWS"
1999,"Nextpoint",50510,2001,"50 - 200 employees","HTML"
1999,"Nextpoint",50510,2001,"50 - 200 employees","CSS"
2003,"UZIO",50512,2009,"50 - 200 employees","Java"
2003,"UZIO",50512,2009,"50 - 200 employees","Hibernate"
2003,"UZIO",50512,2009,"50 - 200 employees","Spring"
2003,"UZIO",50512,2009,"50 - 200 employees","Struts"
2011,"MineralTree",50515,2010,"50 - 200 employees","Selenium"
2011,"MineralTree",50515,2010,"50 - 200 employees","API Testing"
2011,"MineralTree",50515,2010,"50 - 200 employees","Java"
2011,"MineralTree",50515,2010,"50 - 200 employees","Python"
2012,"Moolya Software Testing",50516,2010,"50 - 200 employees","Python"
2012,"Moolya Software Testing",50516,2010,"50 - 200 employees","Automation Testing"
2012,"Moolya Software Testing",50516,2010,"50 - 200 employees","pytest"
2012,"Moolya Software Testing",50516,2010,"50 - 200 employees","Playwright"
2017,"Ethane Web Technologies",50518,2008,"50 - 200 employees","Business Development"
2017,"Ethane Web Technologies",50518,2008,"50 - 200 employees","International Sales"
2017,"Ethane Web Technologies",50518,2008,"50 - 200 employees","Sales"
2042,"Solvei8",50529,2023,"50 - 200 employees","MySQL"
2042,"Solvei8",50529,2023,"50 - 200 employees","Spring Boot"
2042,"Solvei8",50529,2023,"50 - 200 employees","AWS"
2042,"Solvei8",50529,2023,"50 - 200 employees","Java"
2042,"Solvei8",50529,2023,"50 - 200 employees","Angular"
2051,"Mercury Solutions Limited",50534,2000,"50 - 200 employees","Google Ads"
2051,"Mercury Solutions Limited",50534,2000,"50 - 200 employees","SEO"
2065,"Asentech",50191,2007,"50 - 200 employees",".NET"
2065,"Asentech",50191,2007,"50 - 200 employees","Agile"
2065,"Asentech",50191,2007,"50 - 200 employees","jQuery"
2065,"Asentech",50191,2007,"50 - 200 employees","Jira"
2065,"Asentech",50191,2007,"50 - 200 employees","ASP.NET"
2076,"IdeaMasters Services",50543,2022,"50 - 200 employees","IT Infrastructure"
2076,"IdeaMasters Services",50543,2022,"50 - 200 employees","Networking"
2076,"IdeaMasters Services",50543,2022,"50 - 200 employees","Windows"
2086,"Cosmonet Solutions",50550,1998,"50 - 200 employees","Angular"
2086,"Cosmonet Solutions",50550,1998,"50 - 200 employees","HTML"
2086,"Cosmonet Solutions",50550,1998,"50 - 200 employees","CSS"
2130,"Shield",50563,2008,"50 - 200 employees","MySQL"
2130,"Shield",50563,2008,"50 - 200 employees","AWS"
2130,"Shield",50563,2008,"50 - 200 employees","Database Administration"
2130,"Shield",50563,2008,"50 - 200 employees","Linux"
2132,"Tourism Finance Corporation of India",50564,1988,"50 - 200 employees","Loans"
2132,"Tourism Finance Corporation of India",50564,1988,"50 - 200 employees","Legal Drafting"
2132,"Tourism Finance Corporation of India",50564,1988,"50 - 200 employees","NBFC"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","Business Development"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","Corporate Sales"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","Direct Sales"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","International Sales"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","Sales"
2278,"Naresh i Technologies",50617,2004,"50 - 200 employees","Telecalling"
2283,"Aris Infra",50489,2021,"50 - 200 employees","Node.js"
2283,"Aris Infra",50489,2021,"50 - 200 employees","Data Structures"
2283,"Aris Infra",50489,2021,"50 - 200 employees","Algorithms"
2283,"Aris Infra",50489,2021,"50 - 200 employees","Java"
2283,"Aris Infra",50489,2021,"50 - 200 employees","Golang"
2289,"Only Much Louder",50623,2001,"50 - 200 employees","Brand Management"
2289,"Only Much Louder",50623,2001,"50 - 200 employees","Digital Marketing"
2289,"Only Much Louder",50623,2001,"50 - 200 employees","Marketing Communication"
2305,"Knorex",50629,2010,"50 - 200 employees","Java"
2305,"Knorex",50629,2010,"50 - 200 employees","Node.js"
2305,"Knorex",50629,2010,"50 - 200 employees","Hibernate"
2305,"Knorex",50629,2010,"50 - 200 employees","J2EE"
2305,"Knorex",50629,2010,"50 - 200 employees","Spring"
2306,"Knorex",50629,2010,"50 - 200 employees","CSS"
2306,"Knorex",50629,2010,"50 - 200 employees","HTML"
2306,"Knorex",50629,2010,"50 - 200 employees","JavaScript"
2306,"Knorex",50629,2010,"50 - 200 employees","React.js"
2320,"Processware Systems",50636,1989,"50 - 200 employees","iOS"
2320,"Processware Systems",50636,1989,"50 - 200 employees",".NET"
2320,"Processware Systems",50636,1989,"50 - 200 employees","UX Design"
2320,"Processware Systems",50636,1989,"50 - 200 employees","API Testing"
2337,"MangoApps",50179,2007,"50 - 200 employees","JavaScript"
2337,"MangoApps",50179,2007,"50 - 200 employees","Ruby"
2337,"MangoApps",50179,2007,"50 - 200 employees","jQuery"
2337,"MangoApps",50179,2007,"50 - 200 employees","React.js"
2337,"MangoApps",50179,2007,"50 - 200 employees","Ruby on Rails"
2348,"VideoVerse",50644,2022,"50 - 200 employees","Image Processing"
2348,"VideoVerse",50644,2022,"50 - 200 employees","MATLAB"
2348,"VideoVerse",50644,2022,"50 - 200 employees","Machine Learning"
2348,"VideoVerse",50644,2022,"50 - 200 employees","PyTorch"
2348,"VideoVerse",50644,2022,"50 - 200 employees","NLP"
2376,"Pelican",50657,1993,"50 - 200 employees","C"
2376,"Pelican",50657,1993,"50 - 200 employees","Data Structures"
2376,"Pelican",50657,1993,"50 - 200 employees","Multithreading"
2376,"Pelican",50657,1993,"50 - 200 employees","C++"
2414,"Phyllo",50670,2021,"50 - 200 employees","2D Animation"
2414,"Phyllo",50670,2021,"50 - 200 employees","Graphic Design"
2414,"Phyllo",50670,2021,"50 - 200 employees","Adobe After Effects"
2469,"Only Much Louder",50623,2001,"50 - 200 employees","JavaScript"
2469,"Only Much Louder",50623,2001,"50 - 200 employees","Postman"
2469,"Only Much Louder",50623,2001,"50 - 200 employees","Selenium"
2469,"Only Much Louder",50623,2001,"50 - 200 employees","Automation Testing"
2469,"Only Much Louder",50623,2001,"50 - 200 employees","Manual Testing"
2478,"Pelican",50657,1993,"50 - 200 employees","C"
2478,"Pelican",50657,1993,"50 - 200 employees","Linux"
2478,"Pelican",50657,1993,"50 - 200 employees","SQL"
2478,"Pelican",50657,1993,"50 - 200 employees","IPC"
2478,"Pelican",50657,1993,"50 - 200 employees","Multithreading"
2481,"VMock",50693,2009,"50 - 200 employees","Product Management"
2483,"Asper AI",50695,2022,"50 - 200 employees","Data Streaming"
2483,"Asper AI",50695,2022,"50 - 200 employees","Data Warehousing"
2483,"Asper AI",50695,2022,"50 - 200 employees","Kafka"
2507,"Leewayhertz Technologies",50703,2007,"50 - 200 employees","Business Development"
2507,"Leewayhertz Technologies",50703,2007,"50 - 200 employees","Corporate Sales"
2507,"Leewayhertz Technologies",50703,2007,"50 - 200 employees","International Sales"
2507,"Leewayhertz Technologies",50703,2007,"50 - 200 employees","Sales"
2548,"Solvei8",50529,2023,"50 - 200 employees","Spring Boot"
2548,"Solvei8",50529,2023,"50 - 200 employees","Java"
2548,"Solvei8",50529,2023,"50 - 200 employees","HTML"
2548,"Solvei8",50529,2023,"50 - 200 employees","Angular"
2548,"Solvei8",50529,2023,"50 - 200 employees","AWS"
